,movie_name,avg_rating,year
3005,Pokémon 3: The Movie (2001),1.57,2001
3006,Bridget Jones's Diary (2001),3.46,2001
3007,Joe Dirt (2001),2.66,2001
3008,Josie and the Pussycats (2001),2.52,2001
3009,Chopper (2000),3.63,2000
3010,Crocodile Dundee in Los Angeles (2001),2.17,2001
3011,Freddy Got Fingered (2001),2.14,2001
3012,"Luzhin Defence, The (2000)",3.38,2000
3013,Scarface (1983),3.94,1983
3014,Days of Wine and Roses (1962),3.90,1962
3015,Driven (2001),2.29,2001
3016,"Forsaken, The (2001)",2.63,2001
3017,One Night at McCool's (2001),2.85,2001
3018,"Mummy Returns, The (2001)",2.94,2001
3019,Under the Sand (2000),3.59,2000
3020,Cleopatra (1963),3.39,1963
3021,Krull (1983),2.87,1983
3022,Lost in America (1985),3.56,1985
3023,"Lost World, The (1925)",3.22,1925
3024,Triumph of the Will (Triumph des Willens) (1934),3.80,1934
3025,"World According to Garp, The (1982)",3.55,1982
3026,Satyricon (1969),3.15,1969
3027,Frankie and Johnny (1991),3.15,1991
3028,For the Boys (1991),2.83,1991
3029,Nine to Five (a.k.a. 9 to 5) (1980),3.27,1980
3030,Norma Rae (1979),3.68,1979
3031,Summer Rental (1985),2.93,1985
3032,"5,000 Fingers of Dr. T, The (1953)",3.55,1953
3033,Love Story (1970),3.17,1970
3034,Pelle the Conqueror (Pelle erobreren) (1987),3.80,1987
3035,Rififi (Du rififi chez les hommes) (1955),4.08,1955
3036,"Knight's Tale, A (2001)",3.24,2001
3037,Startup.com (2001),3.66,2001
3038,Angel Eyes (2001),2.70,2001
3039,Shrek (2001),3.84,2001
3040,Moulin Rouge (2001),3.58,2001
3041,Pearl Harbor (2001),2.82,2001
3042,Himalaya (Himalaya - l'enfance d'un chef) (1999),3.92,1999
3043,"Man Who Cried, The (2000)",3.03,2000
3044,Ice Castles (1978),2.86,1978
3045,Love Potion #9 (1992),2.70,1992
3046,Postcards From the Edge (1990),3.23,1990
3047,City Slickers (1991),3.32,1991
3048,Eight Men Out (1988),3.76,1988
3049,Mississippi Burning (1988),3.85,1988
3050,"Magnificent Seven, The (1960)",3.94,1960
3051,Rio Bravo (1959),3.88,1959
3052,Suspect (1987),3.40,1987
3053,Throw Momma from the Train (1987),2.93,1987
3054,Yi Yi (2000),3.91,2000
3055,Nightwatch (Nattevagten) (1994),3.58,1994
3056,"Sand Pebbles, The (1966)",3.72,1966
3057,Twelve O'Clock High (1949),3.90,1949
3058,Von Ryan's Express (1965),3.62,1965
3059,"Animal, The (2001)",2.25,2001
3060,What's the Worst That Could Happen? (2001),2.51,2001
3061,Evolution (2001),2.85,2001
3062,Swordfish (2001),3.07,2001
3063,"Anniversary Party, The (2001)",3.46,2001
3064,Catch-22 (1970),3.69,1970
3065,Forgotten Silver (1996),3.74,1996
3066,Point Break (1991),3.32,1991
3067,Uncommon Valor (1983),3.17,1983
3068,Unlawful Entry (1992),2.99,1992
3069,Youngblood (1986),2.85,1986
3070,Gentlemen Prefer Blondes (1953),3.70,1953
3071,How to Marry a Millionaire (1953),3.63,1953
3072,"Seven Year Itch, The (1955)",3.73,1955
3073,Tootsie (1982),3.65,1982
3074,Atlantis: The Lost Empire (2001),3.19,2001
3075,Lara Croft: Tomb Raider (2001),2.76,2001
3076,Dr. Dolittle 2 (2001),2.49,2001
3077,"Fast and the Furious, The (2001)",2.86,2001
3078,A.I. Artificial Intelligence (2001),3.21,2001
3079,Baby Boy (2001),2.86,2001
3080,Crazy/Beautiful (2001),3.12,2001
3081,Pootie Tang (2001),2.53,2001
3082,Sexy Beast (2000),3.60,2000
3083,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",3.82,2000
3084,"Closet, The (Placard, Le) (2001)",3.78,2001
3085,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",3.44,2000
3086,Cats & Dogs (2001),2.69,2001
3087,Kiss of the Dragon (2001),3.24,2001
3088,Scary Movie 2 (2001),2.39,2001
3089,Lost and Delirious (2001),3.44,2001
3090,Rape Me (Baise-moi) (2000),2.58,2000
3091,Alice (1990),3.42,1990
3092,"Cannonball Run, The (1981)",2.90,1981
3093,Cannonball Run II (1984),2.25,1984
3094,Speed Zone! (a.k.a. Cannonball Run III) (1989),1.83,1989
3095,Donovan's Reef (1963),3.45,1963
3096,"Fall of the House of Usher, The (House of Usher) (1960)",3.35,1960
3097,Faust (1926),3.80,1926
3098,"Last Laugh, The (Letzte Mann, Der) (1924)",3.90,1924
3099,"Man Who Shot Liberty Valance, The (1962)",3.97,1962
3100,Salvador (1986),3.75,1986
3101,Shadows and Fog (1991),3.06,1991
3102,Something Wild (1986),3.57,1986
3103,Sons of Katie Elder (1965),3.46,1965
3104,Cheech & Chong's Nice Dreams (1981),2.98,1981
3105,All That Heaven Allows (1955),3.85,1955
3106,Cries and Whispers (Viskningar och rop) (1972),3.97,1972
3107,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",3.90,1970
3108,Kiss Me Deadly (1955),3.92,1955
3109,"Lion in Winter, The (1968)",4.05,1968
3110,"Misfits, The (1961)",3.60,1961
3111,Moby Dick (1956),3.61,1956
3112,Sweet Smell of Success (1957),4.08,1957
3113,Suspiria (1977),3.61,1977
3114,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",3.71,1972
3115,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",3.59,1971
3116,"Last Dragon, The (1985)",3.16,1985
3117,Outland (1981),3.38,1981
3118,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",3.70,1972
3119,Final Fantasy: The Spirits Within (2001),3.14,2001
3120,Legally Blonde (2001),3.17,2001
3121,"Score, The (2001)",3.48,2001
3122,Bully (2001),3.43,2001
3123,Made (2001),3.24,2001
3124,18 Again! (1988),2.46,1988
3125,"Accidental Tourist, The (1988)",3.44,1988
3126,"Accused, The (1988)",3.73,1988
3127,Above the Law (1988),2.80,1988
3128,"Adventures of Baron Munchausen, The (1988)",3.61,1988
3129,Arthur 2: On the Rocks (1988),1.96,1988
3130,Bat*21 (1988),3.27,1988
3131,Beaches (1988),3.14,1988
3132,Big Business (1988),2.97,1988
3133,Big Top Pee-Wee (1988),2.44,1988
3134,Biloxi Blues (1988),3.35,1988
3135,Bird (1988),3.61,1988
3136,"Blob, The (1988)",2.70,1988
3137,"Bright Lights, Big City (1988)",2.74,1988
3138,Caddyshack II (1988),2.08,1988
3139,Casual Sex? (1988),2.37,1988
3140,Clean and Sober (1988),3.34,1988
3141,Cocktail (1988),2.78,1988
3142,Colors (1988),3.34,1988
3143,Coming to America (1988),3.49,1988
3144,Critters (1986),2.74,1986
3145,Critters 2: The Main Course (1988),2.24,1988
3146,Critters 3 (1991),1.97,1991
3147,Crossing Delancey (1988),3.66,1988
3148,D.O.A. (1988),3.20,1988
3149,"Dead Pool, The (1988)",3.16,1988
3150,Dirty Rotten Scoundrels (1988),3.68,1988
3151,Drowning by Numbers (1988),3.77,1988
3152,"Elvira, Mistress of the Dark (1988)",2.67,1988
3153,Ernest Saves Christmas (1988),2.05,1988
3154,Frantic (1988),3.37,1988
3155,Gorillas in the Mist (1988),3.49,1988
3156,"Great Outdoors, The (1988)",3.25,1988
3157,Imagine: John Lennon (1988),3.75,1988
3158,Johnny Be Good (1988),2.30,1988
3159,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),3.40,1988
3160,"Lair of the White Worm, The (1988)",2.92,1988
3161,"Land Before Time, The (1988)",3.25,1988
3162,License to Drive (1988),2.62,1988
3163,Milagro Beanfield War (1988),3.63,1988
3164,Moon Over Parador (1988),2.94,1988
3165,My Stepmother Is an Alien (1988),2.48,1988
3166,Bagdad Cafe (Out of Rosenheim) (1987),3.69,1987
3167,Red Heat (1988),2.81,1988
3168,Return of the Living Dead Part II (1988),2.74,1988
3169,"Return of the Living Dead, The (1985)",3.37,1985
3170,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),3.25,1988
3171,"Man from Snowy River, The (1982)",3.73,1982
3172,Running on Empty (1988),3.72,1988
3173,"Serpent and the Rainbow, The (1988)",3.22,1988
3174,Shoot to Kill (1988),3.28,1988
3175,Short Circuit 2 (1988),2.50,1988
3176,Short Circuit (1986),3.13,1986
3177,"Vanishing, The (Spoorloos) (1988)",3.97,1988
3178,"Tetsuo, the Ironman (Tetsuo) (1988)",3.45,1988
3179,They Live (1988),3.57,1988
3180,Torch Song Trilogy (1988),3.83,1988
3181,Tucker: The Man and His Dream (1988),3.45,1988
3182,Twins (1988),2.81,1988
3183,Vice Versa (1988),2.51,1988
3184,Without a Clue (1988),3.52,1988
3185,Young Einstein (1988),2.61,1988
3186,Always (1989),3.29,1989
3187,American Ninja (1985),2.35,1985
3188,American Ninja 2: The Confrontation (1987),2.02,1987
3189,Best of the Best (1989),2.96,1989
3190,"Big Picture, The (1989)",3.32,1989
3191,Bill & Ted's Excellent Adventure (1989),3.36,1989
3192,Black Rain (1989),3.13,1989
3193,Blind Fury (1989),2.98,1989
3194,Casualties of War (1989),3.36,1989
3195,Chances Are (1989),3.23,1989
3196,Cyborg (1989),2.29,1989
3197,"Dream Team, The (1989)",3.22,1989
3198,Earth Girls Are Easy (1988),2.74,1988
3199,Eddie and the Cruisers (1983),3.16,1983
3200,Erik the Viking (1989),3.27,1989
3201,Family Business (1989),2.83,1989
3202,Fat Man and Little Boy (1989),3.39,1989
3203,Gleaming the Cube (1989),2.77,1989
3204,Great Balls of Fire! (1989),3.01,1989
3205,Gross Anatomy (a.k.a. A Cut Above) (1989),3.04,1989
3206,Harlem Nights (1989),2.73,1989
3207,Her Alibi (1989),2.57,1989
3208,How to Get Ahead in Advertising (1989),3.58,1989
3209,"January Man, The (1989)",2.82,1989
3210,Jesus of Montreal (Jésus de Montréal) (1989),3.80,1989
3211,K-9 (1989),2.54,1989
3212,Kickboxer (1989),2.80,1989
3213,Lean on Me (1989),3.72,1989
3214,Leviathan (1989),2.64,1989
3215,Little Monsters (1989),2.77,1989
3216,Look Who's Talking (1989),2.65,1989
3217,Loverboy (1989),2.70,1989
3218,Major League (1989),3.48,1989
3219,Meet the Feebles (1989),3.37,1989
3220,Millennium (1989),2.76,1989
3221,Miracle Mile (1989),3.49,1989
3222,New York Stories (1989),3.32,1989
3223,Next of Kin (1989),2.48,1989
3224,Pink Cadillac (1989),2.33,1989
3225,"Punisher, The (1989)",2.34,1989
3226,Jurassic Park III (2001),2.65,2001
3227,America's Sweethearts (2001),2.85,2001
3228,Brother (2000),3.56,2000
3229,Ghost World (2001),3.78,2001
3230,Hedwig and the Angry Inch (2000),3.80,2000
3231,Planet of the Apes (2001),2.73,2001
3232,Bread and Tulips (Pane e tulipani) (2000),3.75,2000
3233,Greenfingers (2000),3.66,2000
3234,Wet Hot American Summer (2001),3.40,2001
3235,Road House (1989),2.74,1989
3236,Santa Sangre (1989),3.66,1989
3237,Sea of Love (1989),3.50,1989
3238,"See No Evil, Hear No Evil (1989)",3.12,1989
3239,Shirley Valentine (1989),3.60,1989
3240,Shocker (1989),2.43,1989
3241,"Stepfather, The (1987)",3.14,1987
3242,"Tall Guy, The (1989)",3.35,1989
3243,Tango & Cash (1989),2.72,1989
3244,Three Fugitives (1989),2.80,1989
3245,Troop Beverly Hills (1989),2.31,1989
3246,Turner & Hooch (1989),2.87,1989
3247,UHF (1989),3.48,1989
3248,Uncle Buck (1989),3.27,1989
3249,"War of the Roses, The (1989)",3.15,1989
3250,Warlock (1989),2.79,1989
3251,"Wizard, The (1989)",2.82,1989
3252,Weekend at Bernie's II (1993),1.97,1993
3253,Black Robe (1991),3.65,1991
3254,"Cotton Club, The (1984)",3.18,1984
3255,"Hotel New Hampshire, The (1984)",2.96,1984
3256,"Zorro, the Gay Blade (1981)",2.93,1981
3257,Basket Case (1982),2.80,1982
3258,Original Sin (2001),2.87,2001
3259,"Princess Diaries, The (2001)",3.14,2001
3260,Rush Hour 2 (2001),3.21,2001
3261,Chocolat (1988),3.71,1988
3262,Hatari! (1962),3.56,1962
3263,"Cage aux Folles, La (1978)",3.80,1978
3264,Paint Your Wagon (1969),3.21,1969
3265,"Shootist, The (1976)",3.69,1976
3266,Altered States (1980),3.47,1980
3267,Any Which Way You Can (1980),2.82,1980
3268,American Pie 2 (2001),2.99,2001
3269,Osmosis Jones (2001),2.87,2001
3270,"Others, The (2001)",3.71,2001
3271,American Outlaws (2001),2.85,2001
3272,"Deep End, The (2001)",3.51,2001
3273,Session 9 (2001),3.36,2001
3274,Captain Corelli's Mandolin (2001),2.83,2001
3275,Rat Race (2001),3.11,2001
3276,Bubble Boy (2001),2.57,2001
3277,"Curse of the Jade Scorpion, The (2001)",3.21,2001
3278,Jay and Silent Bob Strike Back (2001),3.29,2001
3279,Ghosts of Mars (2001),2.32,2001
3280,Summer Catch (2001),2.47,2001
3281,Happy Accidents (2000),3.64,2000
3282,Together (Tillsammans) (2000),3.87,2000
3283,Tortilla Soup (2001),3.47,2001
3284,Jeepers Creepers (2001),2.59,2001
3285,O (2001),3.09,2001
3286,3 Ninjas (1992),2.30,1992
3287,3 Ninjas Kick Back (1994),1.94,1994
3288,3 Ninjas Knuckle Up (1995),1.79,1995
3289,"Wicker Man, The (1973)",3.72,1973
3290,"Musketeer, The (2001)",2.60,2001
3291,Rock Star (2001),2.96,2001
3292,L.I.E. (2001),3.61,2001
3293,Abbott and Costello Meet the Mummy (1955),3.10,1955
3294,"Glass House, The (2001)",2.81,2001
3295,Hardball (2001),3.08,2001
3296,Big Trouble (2002),3.26,2002
3297,Glitter (2001),1.12,2001
3298,Training Day (2001),3.68,2001
3299,Sidewalks of New York (2001),3.18,2001
3300,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",3.97,2000
3301,"French Lieutenant's Woman, The (1981)",3.61,1981
3302,"Legend of Hell House, The (1973)",3.28,1973
3303,Little Man Tate (1991),3.48,1991
3304,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),3.75,1979
3305,Phantom of the Paradise (1974),3.24,1974
3306,13 Ghosts (1960),2.84,1960
3307,Father Goose (1964),3.75,1964
3308,Indiscreet (1958),3.79,1958
3309,"It's a Mad, Mad, Mad, Mad World (1963)",3.52,1963
3310,"Little Foxes, The (1941)",3.86,1941
3311,Operation Petticoat (1959),3.63,1959
3312,Play Misty for Me (1971),3.56,1971
3313,"Vanishing, The (1993)",3.08,1993
3314,Silkwood (1983),3.67,1983
3315,Quadrophenia (1979),3.51,1979
3316,SpaceCamp (1986),2.81,1986
3317,When Worlds Collide (1951),3.51,1951
3318,Don't Say a Word (2001),3.10,2001
3319,Hearts in Atlantis (2001),3.29,2001
3320,Zoolander (2001),3.26,2001
3321,Joy Ride (2001),3.19,2001
3322,Serendipity (2001),3.32,2001
3323,"Big Red One, The (1980)",3.56,1980
3324,Brubaker (1980),3.51,1980
3325,"Changeling, The (1980)",3.60,1980
3326,Cheech & Chong's Next Movie (1980),2.81,1980
3327,Coal Miner's Daughter (1980),3.65,1980
3328,Bandits (2001),3.37,2001
3329,Corky Romano (2001),2.11,2001
3330,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),3.72,1993
3331,Fat Girl (À ma soeur!) (2001),3.21,2001
3332,Mulholland Drive (2001),3.82,2001
3333,My First Mister (2001),3.54,2001
3334,Dirty Harry (1971),3.78,1971
3335,Fiddler on the Roof (1971),3.90,1971
3336,Not Without My Daughter (1991),3.00,1991
3337,From Hell (2001),3.35,2001
3338,"Last Castle, The (2001)",3.37,2001
3339,Riding in Cars with Boys (2001),3.00,2001
3340,Waking Life (2001),3.84,2001
3341,K-PAX (2001),3.48,2001
3342,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),2.64,2001
3343,Donnie Darko (2001),4.02,2001
3344,Life as a House (2001),3.73,2001
3345,"Man Who Wasn't There, The (2001)",3.77,2001
3346,Domestic Disturbance (2001),2.78,2001
3347,"Monsters, Inc. (2001)",3.88,2001
3348,"One, The (2001)",2.90,2001
3349,Tape (2001),3.61,2001
3350,Heist (2001),3.40,2001
3351,Shallow Hal (2001),2.88,2001
3352,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),3.61,2001
3353,Novocaine (2001),2.95,2001
3354,Black Knight (2001),2.34,2001
3355,Out Cold (2001),3.11,2001
3356,Spy Game (2001),3.62,2001
3357,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",3.75,2001
3358,In the Bedroom (2001),3.70,2001
3359,"Incredible Shrinking Woman, The (1981)",2.73,1981
3360,Jabberwocky (1977),3.05,1977
3361,Funny Girl (1968),3.54,1968
3362,Breathless (À bout de souffle) (1960),4.01,1960
3363,"Beastmaster, The (1982)",2.86,1982
3364,Midway (1976),3.54,1976
3365,Subway (1985),3.34,1985
3366,"Now, Voyager (1942)",3.98,1942
3367,Little Women (1933),3.63,1933
3368,That Obscure Object of Desire (Cet obscur objet du désir) (1977),4.00,1977
3369,"Toy, The (1982)",2.72,1982
3370,Dressed to Kill (1980),3.49,1980
3371,Fame (1980),3.28,1980
3372,"Final Countdown, The (1980)",3.39,1980
3373,Flash Gordon (1980),3.07,1980
3374,"Enforcer, The (1976)",3.48,1976
3375,"Gauntlet, The (1977)",3.23,1977
3376,Lord of the Flies (1990),3.26,1990
3377,Ocean's Eleven (a.k.a. Ocean's 11) (1960),3.55,1960
3378,"Stunt Man, The (1980)",3.74,1980
3379,Sudden Impact (1983),3.24,1983
3380,Behind Enemy Lines (2001),3.20,2001
3381,Pornstar: The Legend of Ron Jeremy (2001),3.21,2001
3382,Ocean's Eleven (2001),3.79,2001
3383,"Business of Strangers, The (2001)",3.34,2001
3384,"Incredible Shrinking Man, The (1957)",3.61,1957
3385,No Man's Land (2001),3.97,2001
3386,And Then There Were None (1945),3.89,1945
3387,"Blue Angel, The (Blaue Engel, Der) (1930)",3.89,1930
3388,Moscow on the Hudson (1984),3.11,1984
3389,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.20,2001
3390,Not Another Teen Movie (2001),2.68,2001
3391,Vanilla Sky (2001),3.37,2001
3392,Iris (2001),3.55,2001
3393,Lantana (2001),3.83,2001
3394,"Royal Tenenbaums, The (2001)",3.77,2001
3395,Bill & Ted's Bogus Journey (1991),2.96,1991
3396,Clockwise (1986),3.41,1986
3397,How High (2001),2.84,2001
3398,Jimmy Neutron: Boy Genius (2001),2.96,2001
3399,Joe Somebody (2001),2.78,2001
3400,Kate & Leopold (2001),3.13,2001
3401,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.14,2001
3402,"Majestic, The (2001)",3.20,2001
3403,"Beautiful Mind, A (2001)",3.92,2001
3404,"Defiant Ones, The (1958)",3.80,1958
3405,Fritz the Cat (1972),3.11,1972
3406,"Party, The (1968)",3.77,1968
3407,Topkapi (1964),3.68,1964
3408,Witness for the Prosecution (1957),4.15,1957
3409,Ali (2001),3.17,2001
3410,Black Hawk Down (2001),3.69,2001
3411,Charlotte Gray (2001),3.24,2001
3412,Yentl (1983),2.87,1983
3413,Gosford Park (2001),3.63,2001
3414,I Am Sam (2001),3.58,2001
3415,Monster's Ball (2001),3.52,2001
3416,"Shipping News, The (2001)",3.37,2001
3417,"Big Heat, The (1953)",3.99,1953
3418,Murder by Death (1976),3.69,1976
3419,Orange County (2002),3.11,2002
3420,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",3.47,2001
3421,Another 48 Hrs. (1990),2.74,1990
3422,"Russia House, The (1990)",3.22,1990
3423,"Truly, Madly, Deeply (1991)",3.77,1991
3424,Dragonslayer (1981),3.31,1981
3425,Conan the Destroyer (1984),2.83,1984
3426,Impostor (2002),3.16,2002
3427,Kung Pow: Enter the Fist (2002),2.72,2002
3428,Snow Dogs (2002),2.30,2002
3429,48 Hrs. (1982),3.49,1982
3430,Italian for Beginners (Italiensk for begyndere) (2000),3.59,2000
3431,Blankman (1994),2.23,1994
3432,Brainstorm (1983),3.46,1983
3433,Dragon: The Bruce Lee Story (1993),3.47,1993
3434,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",3.95,1974
3435,Little Dieter Needs to Fly (1997),3.91,1997
3436,M*A*S*H (a.k.a. MASH) (1970),3.91,1970
3437,Seconds (1966),3.82,1966
3438,The Count of Monte Cristo (2002),3.79,2002
3439,"Mothman Prophecies, The (2002)",3.07,2002
3440,"Walk to Remember, A (2002)",3.37,2002
3441,Escaflowne: The Movie (Escaflowne) (2000),3.46,2000
3442,Metropolis (2001),3.59,2001
3443,"Son's Room, The (Stanza del figlio, La) (2001)",3.62,2001
3444,Storytelling (2001),3.45,2001
3445,"Adventures of Huck Finn, The (1993)",3.09,1993
3446,Cousins (1989),3.13,1989
3447,Slackers (2002),2.78,2002
3448,Birthday Girl (2001),3.11,2001
3449,Big Fat Liar (2002),2.74,2002
3450,Collateral Damage (2002),2.58,2002
3451,Rollerball (2002),1.87,2002
3452,"Scotland, Pa. (2001)",3.45,2001
3453,Baby's Day Out (1994),2.28,1994
3454,Heidi (1937),3.34,1937
3455,Richard Pryor Here and Now (1983),3.62,1983
3456,Rookie of the Year (1993),2.76,1993
3457,"Sandlot, The (1993)",3.67,1993
3458,Don't Look Now (1973),3.72,1973
3459,Crossroads (2002),1.83,2002
3460,Hart's War (2002),3.16,2002
3461,John Q (2002),3.34,2002
3462,Return to Never Land (2002),2.73,2002
3463,Super Troopers (2001),3.55,2001
3464,"Good Son, The (1993)",2.88,1993
3465,Last Orders (2001),3.58,2001
3466,"Bad and the Beautiful, The (1952)",3.88,1952
3467,Sleuth (1972),3.95,1972
3468,Stroszek (1977),3.96,1977
3469,Summer of '42 (1971),3.57,1971
3470,Used Cars (1980),3.28,1980
3471,Dragonfly (2002),2.94,2002
3472,Queen of the Damned (2002),2.57,2002
3473,Mean Machine (2001),3.23,2001
3474,Monsoon Wedding (2001),3.85,2001
3475,Scratch (2001),3.85,2001
3476,"Bad News Bears, The (1976)",3.39,1976
3477,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),3.65,2000
3478,Wild Strawberries (Smultronstället) (1957),4.11,1957
3479,40 Days and 40 Nights (2002),2.83,2002
3480,We Were Soldiers (2002),3.58,2002
3481,Ferngully: The Last Rainforest (1992),3.06,1992
3482,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),3.29,1979
3483,"Time Machine, The (2002)",2.80,2002
3484,Full Frontal (2002),2.69,2002
3485,"Magnificent Ambersons, The (1942)",3.87,1942
3486,Hopscotch (1980),3.76,1980
3487,"Long Good Friday, The (1980)",3.81,1980
3488,"Oh, God! Book II (1980)",2.28,1980
3489,"Oh, God! (1977)",3.18,1977
3490,Ice Age (2002),3.60,2002
3491,Resident Evil (2002),3.15,2002
3492,Showtime (2002),2.73,2002
3493,Kissing Jessica Stein (2001),3.45,2001
3494,And Your Mother Too (Y tu mamá también) (2001),3.91,2001
3495,All the Right Moves (1983),3.11,1983
3496,Taps (1981),3.47,1981
3497,Seems Like Old Times (1980),3.45,1980
3498,Shogun Assassin (1980),3.77,1980
3499,Smokey and the Bandit II (1980),2.39,1980
3500,Smokey and the Bandit (1977),3.19,1977
3501,Smokey and the Bandit III (1983),1.84,1983
3502,Stir Crazy (1980),3.35,1980
3503,Blade II (2002),3.14,2002
3504,Sorority Boys (2002),2.55,2002
3505,George Washington (2000),3.67,2000
3506,Clockstoppers (2002),2.68,2002
3507,Death to Smoochy (2002),3.20,2002
3508,Panic Room (2002),3.23,2002
3509,"Rookie, The (2002)",3.51,2002
3510,"Piano Teacher, The (La pianiste) (2001)",3.49,2001
3511,Impromptu (1991),3.74,1991
3512,High Crimes (2002),3.16,2002
3513,National Lampoon's Van Wilder (2002),3.21,2002
3514,"Atomic Cafe, The (1982)",3.91,1982
3515,Rashomon (Rashômon) (1950),4.18,1950
3516,Slap Shot (1977),3.70,1977
3517,Changing Lanes (2002),3.29,2002
3518,Frailty (2001),3.67,2001
3519,"Sweetest Thing, The (2002)",2.74,2002
3520,"Cat's Meow, The (2002)",3.29,2002
3521,Human Nature (2001),3.29,2001
3522,My Big Fat Greek Wedding (2002),3.45,2002
3523,3:10 to Yuma (1957),3.64,1957
3524,Joe Versus the Volcano (1990),2.83,1990
3525,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",4.00,1945
3526,Return of the Killer Tomatoes! (1988),2.30,1988
3527,Three Men and a Baby (1987),2.84,1987
3528,Three Men and a Little Lady (1990),2.35,1990
3529,Transylvania 6-5000 (1985),2.31,1985
3530,Murder by Numbers (2002),2.99,2002
3531,"Scorpion King, The (2002)",2.65,2002
3532,Enigma (2001),3.43,2001
3533,Nine Queens (Nueve reinas) (2000),3.94,2000
3534,Jason X (2002),2.08,2002
3535,Life or Something Like It (2002),2.94,2002
3536,Dogtown and Z-Boyz (2001),3.75,2001
3537,"Salton Sea, The (2002)",3.58,2002
3538,Bob le Flambeur (1955),3.90,1955
3539,Cadillac Man (1990),2.80,1990
3540,Delirious (1991),2.89,1991
3541,Husbands and Wives (1992),3.81,1992
3542,Lenny (1974),3.79,1974
3543,Wild Orchid (1990),2.39,1990
3544,Hollywood Ending (2002),2.98,2002
3545,Spider-Man (2002),3.57,2002
3546,Iron Will (1994),3.30,1994
3547,Rambling Rose (1991),3.44,1991
3548,White Fang (1991),3.13,1991
3549,"New Guy, The (2002)",2.81,2002
3550,Unfaithful (2002),3.35,2002
3551,My Beautiful Laundrette (1985),3.73,1985
3552,Calamity Jane (1953),3.34,1953
3553,About a Boy (2002),3.70,2002
3554,Star Wars: Episode II - Attack of the Clones (2002),3.11,2002
3555,"Believer, The (2001)",3.74,2001
3556,"Importance of Being Earnest, The (2002)",3.61,2002
3557,Every Which Way But Loose (1978),2.76,1978
3558,"Hound of the Baskervilles, The (1959)",3.51,1959
3559,"Last Waltz, The (1978)",4.00,1978
3560,Enough (2002),2.64,2002
3561,Insomnia (2002),3.48,2002
3562,Spirit: Stallion of the Cimarron (2002),3.06,2002
3563,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),3.60,2001
3564,Bus Stop (1956),3.35,1956
3565,Requiem for a Heavyweight (1962),3.88,1962
3566,"Sum of All Fears, The (2002)",3.20,2002
3567,Undercover Brother (2002),2.96,2002
3568,84 Charing Cross Road (1987),3.81,1987
3569,Silent Running (1972),3.53,1972
3570,Bad Company (2002),2.83,2002
3571,Divine Secrets of the Ya-Ya Sisterhood (2002),2.90,2002
3572,"Fast Runner, The (Atanarjuat) (2001)",3.80,2001
3573,"Bourne Identity, The (2002)",3.90,2002
3574,Scooby-Doo (2002),2.38,2002
3575,Windtalkers (2002),2.89,2002
3576,"Dangerous Lives of Altar Boys, The (2002)",3.61,2002
3577,Cheech & Chong's The Corsican Brothers (1984),2.44,1984
3578,Silver Bullet (Stephen King's Silver Bullet) (1985),2.82,1985
3579,"Sorry, Wrong Number (1948)",3.80,1948
3580,"Manhattan Project, The (1986)",3.23,1986
3581,Men at Work (1990),2.66,1990
3582,She Wore a Yellow Ribbon (1949),3.65,1949
3583,V. I. Warshawski (1991),2.28,1991
3584,Lilo & Stitch (2002),3.49,2002
3585,Minority Report (2002),3.66,2002
3586,Rabbit-Proof Fence (2002),3.86,2002
3587,Sunshine State (2002),3.52,2002
3588,Mr. Deeds (2002),2.87,2002
3589,Lovely & Amazing (2001),3.50,2001
3590,Pumpkin (2002),3.06,2002
3591,Look Who's Talking Now (1993),1.95,1993
3592,Mo' Money (1992),2.49,1992
3593,Like Mike (2002),2.33,2002
3594,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),2.92,2002
3595,"Powerpuff Girls, The (2002)",2.81,2002
